text,name,id,lang,translated
"""Ne kemiat on hiottu kuntoon vuosia sitten!""

HIFK:n 21-vuotias hyˆkk‰‰j‰ Juha J‰‰sk‰ on j‰lleen pelikunnossa. Mats https://t.co/Ck4WaieCNy",HIFKHockey,64352152.0,fi,"""They chemistries are ground into shape several years ago!""

HIFK's 21-year-old striker Juha J‰‰sk‰ is fit to play again. Mats https://t.co/Ck4WaieCNy"
HIFK:n maalivahti Frans Tuohimaa edustaa Suomea viikonlopun EHT-turnauksessa. #HIFK @leijonat https://t.co/gYuhu8INQ7,HIFKHockey,64352152.0,fi,HIFK's goalkeeper Frans Tuohimaa represents the Finnish EHT weekend tournament. #HIFK @leijonat https://t.co/gYuhu8INQ7
"RT @HelsinkiREDS: hREDS 2.0 

#hREDS #bigbadRED https://t.co/NLnmNG46F9",HIFKHockey,64352152.0,en,
"Kyoceran uutisminuutissa viikon puheenaiheet 

 yhden matsin viikko
 EHT
 Arttu Luttinen

#HIFK #Liiga https://t.co/KnBg8948sQ",HIFKHockey,64352152.0,fi,"Kyocera uutisminuutissa week's topics

†a match one week
†EHT
†Arttu Luttinen

#HIFK #Liiga https://t.co/KnBg8948sQ"
"Joko l‰tk‰hammasta kolottaa?  

Ensiapua tarjolla jo t‰n‰‰n. @HIFKHockeyU20 vs. KooKoo 
 18:30 / Elisa-areena

Te https://t.co/6a0fnxqgiP",HIFKHockey,64352152.0,fi,"Either hockey tooth ache?

First aid available today. @ HIFKHockeyU20 vs KooKoo
†18:30 / Elisa Arena

you https://t.co/6a0fnxqgiP"
Liigan ker‰ilykorttisarja 2019-20 Cardset Series 1 on taas t‰hti‰ t‰ynn‰. HIFK:n Anton Lundell esiintyy peruskortin https://t.co/gqkaJBxdNt,HIFKHockey,64352152.0,fi,League trading card series 2019-20 Cardset Series 1 is again full of stars. HIFK's Anton Lundell found in the base card https://t.co/gqkaJBxdNt
"Arttu Luttisen juhlaottelu pelataan keskiviikkona 18.12. l‰ missaa t‰t‰ matsia. Nordis kutsuu!
Lue lis‰‰: https://t.co/Xp7xQ8sljd",HIFKHockey,64352152.0,fi,"Arttu Luttinen celebration match will be played on Wednesday, 18.12. DO miss this the match. Nordis calling!
Read more: https://t.co/Xp7xQ8sljd"
Junnujen alkusarjat on pian skulattu p‰‰tˆkseens‰. Viime viikolla pelattiin mm. paikallis herruudesta kolmessa ik‰l https://t.co/FluHgVwxVl,HIFKHockey,64352152.0,fi,"Junior initial series will soon be skulattu statements. Last week, headed mm. local domination in three ik‰l https://t.co/FluHgVwxVl"
K‰rkipelaajat ovat tehneet hurjaa j‰lke‰ alkukaudella. Takana on taitojen ja harjoittelun lis‰ksi loistava joukkueh https://t.co/xp6jX8wrOU,HIFKHockey,64352152.0,fi,Top players have done a furious trace the beginning of the period. Behind is the skills and training in addition to a great joukkueh https://t.co/xp6jX8wrOU
HIFK Shopissa on hyllyt v‰‰r‰ll‰‰n joululahjaideoita. Myynniss‰ tuttuun tyyliin mm. ottelulippu-voucherit + kaulali https://t.co/KupCmbRNJ4,HIFKHockey,64352152.0,fi,SCUBA Shop shelves is wrong by christmas gift ideas. Sale familiar style mm. match ticket vouchers + scarve https://t.co/KupCmbRNJ4
